REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
ACCEPT,REJECT,REJECT,ACCEPT
ACCEPT,ACCEPT,REJECT,ACCEPT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,ACCEPT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,ACCEPT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
ACCEPT,REJECT,REJECT,ACCEPT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,ACCEPT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
ACCEPT,REJECT,ACCEPT,ACCEPT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,ACCEPT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,ACCEPT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
ACCEPT,REJECT,REJECT,ACCEPT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,ACCEPT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
ACCEPT,REJECT,ACCEPT,ACCEPT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,ACCEPT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
ACCEPT,ACCEPT,REJECT,ACCEPT
REJECT,REJECT,REJECT,REJECT
REJECT,ACCEPT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,ACCEPT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,ACCEPT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,ACCEPT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
ACCEPT,REJECT,ACCEPT,ACCEPT
REJECT,REJECT,ACCEPT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,ACCEPT,REJECT
ACCEPT,REJECT,ACCEPT,ACCEPT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
REJECT,REJECT,REJECT,REJECT
